transaction_id,transaction_timestamp,user_id,user_email,item_code,item_description,item_category,qty,price,gross_total,promo_code,delivery_fee,delivery_status,payment_type,device_type,app_version,region,currency_code
APP15111,2023-04-06T00:00:00,U67535,John.wood@hotmail.com,M026,Sneakers Casual,Fashion,3,38.8,116.4,,7.45,DLV,In-App Wallet,iPad,2.1.0,United States,USD
APP18792,2024-12-26 00:00:00,U73687,nathan.herring@hotmail.com,M012,HDMI Cable 6ft,Electr.,1,12.06,12.06,,10.18,dlv,Google Pay,android,2.4.0,United Kingdom,GBP
APP16984,2024-11-01 00:00:00,U06415,CHRISTOPHER.MILLS@YAHOO.COM,APP_045,Picture Frame Set,Kitchen,3,31.3,93.9,VIP30,7.42,DLV,In-App Wallet,iOS,2.3.1,United States,USD
APP03886,2023-09-18 00:00:00,U43004,BLAKE.NELSON@HOTMAIL.COM,APP_067,Biography Inspirational,Lit,1,43.52,43.52,,4.55,DLV,PayPal,android,2.1.0,United Kingdom,GBP
APP08105,2023-02-01 00:00:00,U62047,Deborah.parker@hotmail.com,APP_034,Bedding Set Queen Size,Kitchen,1,128.16,128.16,,6.09,PROC,PayPal,Android,2.3.1,United States,USD
APP18925,2023-01-30T00:00:00,U63970,kayla.richardson@yahoo.com,APP_046,Yoga Mat Extra Thick,Outdoors,4,28.05,112.2,,9.23,DLV,In-App Wallet,android,2.5.2,United Kingdom,GBP
APP25389,1719010800,U33658,Gary.pierce@hotmail.com,APP_013,Wireless Earbuds Pro,TECH,1,176.52,176.52,,9.45,RET,In-App Wallet,ios,2.3.1,United States,USD
APP26084,1728601200,U73240,derricklivingston@yahoo.com,APP_005,Wireless Mouse,Electronics,1,27.28,27.28,,6.26,RET,Card,iPad,2.3.1,United States,USD
APP04885,2024-06-15T00:00:00,U33026,Jessica.bass@hotmail.com,M051,Sleeping Bag Cold Weather,SPORTS,2,90.28,180.56,,4.13,ship,Card,Android,2.3.1,France,EUR
APP08204,1706482800,U70006,kellyhendricks@hotmail.com,M072,Hair Dryer Ionic,Beauty,1,68.46,68.46,,9.06,RET,Card,iPad,2.5.2,United States,USD
APP04789,1673218800,U50192,CHRISTOPHER.LUCAS@GMAIL.COM,APP_033,Non-Stick Cookware Set,HOME,1,159.74,159.74,,10.15,PEND,In-App Wallet,ios,2.1.0,United States,USD
APP13986,1728687600,U88840,STEPHANIE.ROGERS@GMAIL.COM,MOB-PROD-021,Winter Jacket Insulated,APPAREL,1,92.1,92.1,,11.67,PROC,Card,ANDROID,2.2.0,United States,USD
APP02702,1705359600,U89051,emilygomez@hotmail.com,M065,Cookbook Healthy Recipes,Media,1,37.61,37.61,,4.91,PROC,PayPal,android,2.5.2,United Kingdom,GBP
APP13591,2023-11-03T00:00:00,U47292,jeffreyramsey@hotmail.com,M044,Wall Clock Digital,HOME,3,41.54,124.62,,9.85,dlv,Card,iOS,2.1.0,United States,USD
APP19180,1731193200,U36706,sylviabell@yahoo.com,MOB-PROD-080,Massage Oil Set,Cosmetics,2,25.21,50.42,VIP30,6.85,ship,Google Pay,iPad,2.3.1,United States,USD
APP24014,2024-12-10 00:00:00,U69540,Rachel.flynn@gmail.com,M035,Throw Pillow Set of 4,H&K,1,52.43,52.43,,7.46,SHIP,Card,ios,2.1.0,United States,USD
APP01216,1713308400,U15198,Elijah.martinez@hotmail.com,APP_065,Cookbook Healthy Recipes,BOOKS,2,38.29,76.58,PROMO2024,6.08,PROC,In-App Wallet,android,2.4.0,United States,USD
APP07843,1703113200,U81184,edwardkennedy@yahoo.com,APP_037,Vacuum Cleaner Cordless,Home & Kitchen,1,317.91,317.91,WELCOME_15,5.32,RET,Card,Android,2.2.0,Germany,EUR
APP18572,2024-12-17T00:00:00,U42715,Lindsay.newton@gmail.com,APP-068,Children's Book Set,Books,1,43.16,43.16,,11.53,PEND,Apple Pay,android,2.3.1,United States,USD
APP16682,1674774000,U61981,ronaldmcdaniel@gmail.com,APP_051,Sleeping Bag Cold Weather,Sports,2,51.33,102.66,,7.82,PEND,Card,iPad,2.3.1,United States,USD
APP13990,1712444400,U96359,MORGAN.HENDERSON@YAHOO.COM,APP-034,Bedding Set Queen Size,H&K,3,136.96,410.88,vip30,7.31,CANC,In-App Wallet,ios,2.2.0,United States,USD
APP13382,1684796400,U75202,RUBEN.WOOD@YAHOO.COM,M058,Tennis Racket Beginner,Fitness,4,92.69,370.76,,8.89,PROC,Google Pay,iOS,2.5.2,United States,USD
APP19467,1701903600,U78905,Maria.scott@yahoo.com,MOB-PROD-013,Wireless Earbuds Pro,TECH,2,75.97,151.94,,11.39,SHIP,PayPal,iPhone,2.4.0,United States,USD
APP23189,2024-07-12T00:00:00,U28070,aaronwilliams@yahoo.com,M038,Air Fryer 5-Quart,Kitchen,1,131.63,131.63,,6.66,PROC,Google Pay,ANDROID,2.5.2,United States,USD
APP21263,2023-10-16T00:00:00,U48170,andreaherman@gmail.com,APP-029,Crossbody Bag Leather,apparel,1,84.15,84.15,,9.06,ship,Card,iPad,2.2.0,Germany,EUR
APP05501,2023-03-07T00:00:00,U53168,Alexander.garcia@hotmail.com,MOB-PROD-021,Winter Jacket Insulated,APPAREL,3,122.21,366.63,,8.13,CANC,Apple Pay,ios,2.5.2,United Kingdom,GBP
APP19860,2023-10-13T00:00:00,U49870,Carrie.gonzalez@gmail.com,APP_021,Winter Jacket Insulated,Clothing,3,175.3,525.9,,8.27,ship,Apple Pay,Android,2.5.2,United States,
APP03595,2024-06-05T00:00:00,U27440,michael.cabrera@gmail.com,APP-044,Wall Clock Digital,H&K,1,19.06,19.06,,3.05,Dlv,PayPal,iPad,2.5.2,United States,USD
APP19827,1727910000,U54204,,MOB-PROD-029,Crossbody Bag Leather,APPAREL,1,97.2,97.2,,6.2,RET,Apple Pay,iOS,2.5.2,United Kingdom,
APP13656,2023-09-09T00:00:00,U46434,JAMIE.GARRETT@HOTMAIL.COM,MOB-PROD-004,Laptop Sleeve 15 inch,technology,1,29.05,29.05,FLASH25,7.84,PEND,Google Pay,Android,2.2.0,United States,USD
APP02586,2023-01-07 00:00:00,U01233,,MOB-PROD-070,Science Fiction Trilogy,Media,1,46.27,46.27,VIP30,3.92,Dlv,In-App Wallet,iPhone,2.2.0,United States,USD
APP21743,2023-02-15T00:00:00,U91396,RICKY.BAKER@HOTMAIL.COM,MOB-PROD-011,Phone Screen Protector,TECH,1,24.05,24.05,,11.5,CANC,Google Pay,iPad,2.2.0,United Kingdom,GBP
APP02351,1679007600,U78435,megan.woods@yahoo.com,APP_050,Camping Tent 4-Person,Sports,3,276.57,829.71,,4.8,CANC,In-App Wallet,ios,2.4.0,United Kingdom,GBP
APP12152,1713567600,U17166,Jennifer.peters@yahoo.com,APP_069,Business Strategy Guide,Books,4,45.22,180.88,,3.95,ship,Card,android,2.2.0,United States,USD
APP22823,1718751600,U09816,Heather.farmer@gmail.com,MOB-PROD-007,Webcam HD 1080p,Electr.,1,78.09,78.09,,3.39,RET,Google Pay,android,2.5.2,United States,USD
APP04192,2024-11-16T00:00:00,U88416,tinahoward@gmail.com,APP_036,Kitchen Knife Set 15-Piece,Kitchen,1,68.46,68.46,,6.43,RET,Apple Pay,iPad,2.4.0,Germany,EUR
APP17639,2024-12-25 00:00:00,U20365,evanpayne@gmail.com,APP-015,USB Hub 7-Port,TECH,1,28.54,28.54,,7.25,PROC,In-App Wallet,android,2.5.2,United States,USD
APP25129,2023-10-25T00:00:00,U83554,sydneyparker@gmail.com,APP_070,Science Fiction Trilogy,Lit,1,50.15,50.15,,6.51,PEND,Google Pay,iPad,2.3.1,United States,USD
APP09734,2023-11-01T00:00:00,U35823,LORI.HARRIS@GMAIL.COM,APP-043,Area Rug 5x7,H&K,1,52.19,52.19,,10.22,Dlv,Apple Pay,iPad,2.4.0,Germany,EUR
APP05103,2024-11-25T00:00:00,U84190,Maria.swanson@yahoo.com,APP_026,Sneakers Casual,APPAREL,1,64.6,64.6,,7.16,SHIP,In-App Wallet,Android,2.5.2,United States,$
APP06317,2023-08-20T00:00:00,U05649,Mike.gregory@gmail.com,M066,History World War II,BOOKS,4,33.02,132.08,,7.56,DLV,Google Pay,iOS,2.3.1,Germany,
APP26260,1674255600,U96597,williamkelly@yahoo.com,MOB-PROD-061,Python Programming for Beginners,Media,2,24.89,49.78,,11.47,dlv,Apple Pay,ios,2.5.2,United States,USD
APP06188,2024-09-12T00:00:00,U37494,traciburgess@hotmail.com,M005,Wireless Mouse,Electr.,3,27.59,82.77,,4.26,PROC,Card,iPad,2.1.0,United States,USD
APP06761,2024-04-19T00:00:00,U44712,Ronald.erickson@gmail.com,M001,Wireless Bluetooth Headphones,Tech,3,83.16,249.48,,11.45,RET,Apple Pay,android,2.3.1,United States,USD
APP05972,2023-11-11T00:00:00,U52562,DAVID.REYNOLDS@HOTMAIL.COM,MOB-PROD-037,Vacuum Cleaner Cordless,Home,2,162.02,324.04,,3.61,DLV,In-App Wallet,ios,2.2.0,United States,USD
APP16278,2024-11-06T00:00:00,U06231,Kimberly.may@hotmail.com,M004,Laptop Sleeve 15 inch,Electr.,1,41.35,41.35,,5.07,PEND,Card,android,2.2.0,United Kingdom,GBP
APP12429,2024-11-29 00:00:00,U04772,laurenjohnson@hotmail.com,APP-004,Laptop Sleeve 15 inch,Tech,1,25.36,25.36,,10.3,SHIP,Google Pay,android,2.1.0,Germany,EUR
APP09141,2023-04-19 00:00:00,U07771,DEBRA.MCLAUGHLIN@HOTMAIL.COM,M018,Denim Jeans Slim Fit,Clothing,1,65.56,65.56,,11.57,PEND,Apple Pay,iPhone,2.5.2,United States,USD
APP25332,1688338800,U69029,Debra.mcdaniel@gmail.com,APP_061,Python Programming for Beginners,Lit,2,20.59,41.18,,8.2,CANC,Apple Pay,iOS,2.1.0,United States,USD
APP17830,2024-05-21 00:00:00,U99769,EDWARD.JONES@YAHOO.COM,APP_063,Fiction Novel Bestseller,Lit,2,13.46,26.92,,9.61,Dlv,Google Pay,iOS,2.5.2,United States,USD
APP07407,2023-01-03T00:00:00,U64785,ashleyguerrero@hotmail.com,APP-054,Fitness Tracker Band,Outdoors,1,88.62,88.62,,3.99,pend,Google Pay,Android,2.2.0,Germany,EUR
APP11645,2024-04-13 00:00:00,U85642,jennifer.edwards@yahoo.com,APP_076,Shampoo Sulfate-Free,personal_care,2,31.96,63.92,SUMMER20,5.34,dlv,PayPal,ios,2.3.1,United States,USD
APP18138,2024-03-16T00:00:00,U51508,dawn.roberts@hotmail.com,M047,Dumbbell Set Adjustable,Outdoors,2,72.1,144.2,,10.81,Dlv,PayPal,iOS,2.3.1,United States,USD
APP11661,2024-12-14 00:00:00,U74183,,M057,Soccer Ball Professional,Fitness,1,56.15,56.15,,8.38,SHIP,Card,iPhone,2.3.1,United Kingdom,GBP
APP19749,2024-11-03 00:00:00,U92372,nicholas.brown@yahoo.com,MOB-PROD-064,Self-Help Motivation Book,Media,1,15.49,15.49,VIP30,11.86,CANC,Google Pay,android,2.3.1,United Kingdom,GBP
APP25236,2023-10-30T00:00:00,U01435,johnflowers@hotmail.com,APP-062,Data Science Essentials,Reading,2,35.61,71.22,,6.28,PEND,PayPal,iPhone,2.1.0,United States,USD
APP09335,2023-01-31 00:00:00,U48307,katherine.munoz@yahoo.com,APP_057,Soccer Ball Professional,Sport,2,28.09,56.18,,6.17,RET,Card,iPhone,2.4.0,United States,USD
APP05228,2023-02-08T00:00:00,U99395,garymay@yahoo.com,M020,Running Shoes Athletic,apparel,1,132.45,132.45,,5.21,pend,In-App Wallet,iPhone,2.1.0,United Kingdom,GBP
APP02642,1711580400,U42695,Riley.matthews@yahoo.com,APP-058,Tennis Racket Beginner,Sports,1,104.48,104.48,,7.9,PROC,Apple Pay,iPad,2.2.0,United States,USD
APP05505,2023-01-05T00:00:00,U42467,Calvin.snyder@gmail.com,APP_077,Facial Cleanser Set,Cosmetics,1,20.78,20.78,,8.77,DLV,Apple Pay,iPad,2.5.2,United States,USD
APP08179,2023-11-24 00:00:00,U81339,tinapatel@yahoo.com,APP_026,Sneakers Casual,APPAREL,1,39.52,39.52,,8.98,SHIP,Card,android,2.3.1,United States,usd
APP14014,2024-08-01T00:00:00,U40239,,M078,Nail Polish Set 10 Colors,BEAUTY,1,39.35,39.35,,7.05,dlv,Apple Pay,iPad,2.1.0,United States,USD
APP25446,2024-11-26T00:00:00,U59931,Amanda.hernandez@gmail.com,APP_034,Bedding Set Queen Size,HOME,1,98.02,98.02,,6.03,PROC,PayPal,Android,2.1.0,United States,USD
APP26056,2024-02-08 00:00:00,U53377,APRIL.SMITH@HOTMAIL.COM,M078,Nail Polish Set 10 Colors,personal_care,1,37.51,37.51,WELCOME15,8.95,SHIP,In-App Wallet,android,2.3.1,United States,USD
APP01570,2024-03-11 00:00:00,U46974,victor.duarte@yahoo.com,APP-045,Picture Frame Set,HOME,1,34.54,34.54,,4.77,PEND,Apple Pay,Android,2.1.0,France,
APP19958,1703977200,U90158,dennis.brown@yahoo.com,APP_072,Hair Dryer Ionic,personal_care,1,76.05,76.05,,8.65,PROC,Card,ios,2.3.1,United States,USD
APP24736,2024-03-15T00:00:00,U35532,DAVID.TRUJILLO@HOTMAIL.COM,APP-042,Table Lamp Modern,HOME,2,31.06,62.12,,8.83,pend,Google Pay,ios,2.1.0,United States,
APP06272,1725058800,U18900,Debra.douglas@hotmail.com,APP-034,Bedding Set Queen Size,Home & Kitchen,1,40.11,40.11,,9.93,PEND,In-App Wallet,iOS,2.5.2,United Kingdom,GBP
APP10570,1682290800,U87637,CYNTHIA.BEASLEY@HOTMAIL.COM,APP_051,Sleeping Bag Cold Weather,SPORTS,1,69.85,69.85,,3.12,pend,In-App Wallet,iPad,2.5.2,United States,USD
APP07764,1719788400,U67306,Amanda.mendoza@hotmail.com,M003,USB-C Fast Charger,TECH,4,15.01,60.04,,10.19,ship,In-App Wallet,ios,2.5.2,United States,usd
APP05406,2023-11-16 00:00:00,U09772,CARLY.BRYANT@YAHOO.COM,MOB-PROD-010,Bluetooth Speaker Waterproof,Tech,1,52.93,52.93,,6.65,PROC,Apple Pay,android,2.3.1,United States,USD
APP00429,2023-08-03 00:00:00,U77493,donna.wallace@hotmail.com,APP-063,Fiction Novel Bestseller,Media,1,12.25,12.25,,7.29,ship,Card,ANDROID,2.3.1,United States,USD
APP22514,2023-05-01 00:00:00,U14347,Amanda.decker@yahoo.com,APP_031,Stainless Steel Water Bottle,H&K,2,31.56,63.12,,4.39,PEND,Card,Android,2.2.0,United States,USD
APP10698,2023-04-11T00:00:00,U81577,WHITNEY.PARSONS@HOTMAIL.COM,APP-051,Sleeping Bag Cold Weather,Sports,1,82.54,82.54,,11.74,CANC,Apple Pay,iPhone,2.4.0,Germany,EUR
APP10942,2024-03-25 00:00:00,U60986,Alexander.skinner@yahoo.com,APP-067,Biography Inspirational,Books,1,42.69,42.69,VIP30,10.68,SHIP,Card,ios,2.3.1,United States,USD
APP10009,2024-12-07T00:00:00,U81805,MATTHEW.WARD@HOTMAIL.COM,M072,Hair Dryer Ionic,BEAUTY,1,96.36,96.36,WELCOME_15,11.58,DLV,Google Pay,android,2.3.1,Germany,EUR
APP24703,2024-10-20T00:00:00,U63248,CANDACE.REED@YAHOO.COM,APP_039,Blender High-Speed,H&K,1,94.44,94.44,SUMMER20,3.66,SHIP,Apple Pay,ios,2.3.1,Germany,EUR
APP04746,2023-07-06 00:00:00,U83720,JULIE.BIRD@HOTMAIL.COM,M049,Jump Rope Speed,SPORTS,1,17.98,17.98,,8.66,CANC,PayPal,iPad,2.5.2,United States,USD
APP01960,1721775600,U10040,,MOB-PROD-020,Running Shoes Athletic,apparel,1,74.86,74.86,,6.5,PEND,Card,iPhone,2.2.0,United States,USD
APP19368,1710975600,U19029,LISA.WALTON@YAHOO.COM,APP_021,Winter Jacket Insulated,APPAREL,1,99.91,99.91,,8.46,SHIP,Google Pay,ios,2.2.0,United States,USD
APP09775,1686783600,U65172,Susan.peters@yahoo.com,M023,Baseball Cap Adjustable,Apparel,2,24.51,49.02,,7.95,PEND,PayPal,android,2.1.0,United States,USD
APP03182,2023-11-04T00:00:00,U69661,Diana.trujillo@gmail.com,APP-069,Business Strategy Guide,Lit,1,38.12,38.12,,10.85,dlv,In-App Wallet,ios,2.2.0,United States,USD
APP19080,2024-01-17T00:00:00,U89281,sandratrevino@hotmail.com,APP_056,Basketball Official Size,Sport,1,48.96,48.96,,9.4,PROC,PayPal,iOS,2.2.0,Germany,EUR
APP01267,2023-10-10 00:00:00,U84032,stevenjohnson@hotmail.com,MOB-PROD-030,Watch Analog Classic,Fashion,1,128.47,128.47,,11.77,DLV,Card,ANDROID,2.2.0,Germany,EUR
APP07072,2024-10-05 00:00:00,U42887,,APP-071,Skincare Set Anti-Aging,Beauty,1,50.97,50.97,,5.42,SHIP,Google Pay,Android,2.4.0,United States,USD
APP18595,2024-07-23T00:00:00,U70405,CHAD.WATSON@HOTMAIL.COM,APP-026,Sneakers Casual,APPAREL,1,69.35,69.35,20%OFF,8.06,SHIP,PayPal,ios,2.2.0,United States,USD
APP22811,1725577200,U03092,christophergoodwin@hotmail.com,MOB-PROD-003,USB-C Fast Charger,TECH,1,18.32,18.32,,4.54,PROC,PayPal,android,2.1.0,United Kingdom,GBP
APP05938,2023-11-29 00:00:00,U42525,kristina.barker@hotmail.com,APP_028,Backpack Travel,Fashion,4,84.41,337.64,,11.7,RET,Apple Pay,ios,2.1.0,United Kingdom,GBP
APP16414,2024-02-07T00:00:00,U20189,shannon.ramos@hotmail.com,M025,Dress Shirt Long Sleeve,APPAREL,1,46.06,46.06,save10,3.48,pend,PayPal,iPhone,2.1.0,United States,USD
APP00100,1730415600,U86771,ashleylowery@yahoo.com,MOB-PROD-031,Stainless Steel Water Bottle,Kitchen,2,38.88,77.76,,10.49,ship,Google Pay,ios,2.1.0,Germany,EUR
APP10109,2024-12-28 00:00:00,U57786,amanda.mooney@hotmail.com,M023,Baseball Cap Adjustable,apparel,2,27.38,54.76,FLASH-25,3.44,SHIP,Google Pay,android,2.3.1,United States,USD
APP16541,2024-12-21 00:00:00,U74150,danielstephens@yahoo.com,APP_035,Throw Pillow Set of 4,Home & Kitchen,2,39.36,78.72,,4.54,DLV,In-App Wallet,iPhone,2.1.0,United States,USD
APP06905,2024-08-13 00:00:00,U68692,amanda.davidson@hotmail.com,APP-014,Laptop Stand Aluminum,Electronics,1,38.7,38.7,SAVE10,4.18,pend,In-App Wallet,ANDROID,2.3.1,United States,USD
APP10899,2023-05-31T00:00:00,U05157,MICHAELA.THOMPSON@HOTMAIL.COM,APP_031,Stainless Steel Water Bottle,Kitchen,1,31.02,31.02,,3.14,Dlv,PayPal,ANDROID,2.3.1,United Kingdom,GBP
APP09737,1673046000,U78347,JESSICA.BOONE@HOTMAIL.COM,MOB-PROD-014,Laptop Stand Aluminum,TECH,3,40.02,120.06,FLASH25,6.55,SHIP,In-App Wallet,iOS,2.2.0,United Kingdom,GBP
APP11612,1695942000,U18625,teresabryant@gmail.com,M066,History World War II,BOOKS,1,40.49,40.49,,3.94,Dlv,PayPal,iPhone,2.2.0,United States,USD
APP14674,2024-06-19 00:00:00,U04314,Christina.gould@gmail.com,APP_067,Biography Inspirational,Books,1,35.48,35.48,,9.86,PEND,PayPal,ios,2.5.2,United States,USD
APP06922,2024-03-05T00:00:00,U45146,,APP-031,Stainless Steel Water Bottle,Home,1,37.72,37.72,,8.71,DLV,In-App Wallet,ios,2.5.2,United States,USD
APP18055,2023-03-22 00:00:00,U89044,annethompson@hotmail.com,M023,Baseball Cap Adjustable,Fashion,3,28.67,86.01,,11.52,DLV,Google Pay,iOS,2.2.0,United States,USD
APP14016,2023-04-30 00:00:00,U88287,Albert.franklin@gmail.com,M055,Foam Roller Muscle,Sport,2,41.02,82.04,,4.35,RET,Card,iPad,2.2.0,United States,USD
APP12521,1730847600,U40792,Ruth.huerta@gmail.com,MOB-PROD-071,Skincare Set Anti-Aging,Cosmetics,1,43.41,43.41,,9.64,PEND,PayPal,ANDROID,2.4.0,United States,USD
APP04703,2024-01-15 00:00:00,U45540,JACQUELINE.AUSTIN@HOTMAIL.COM,MOB-PROD-049,Jump Rope Speed,Sport,1,22.01,22.01,,5.82,RET,Apple Pay,ANDROID,2.1.0,France,EUR
APP07278,2024-12-01T00:00:00,U25883,Tina.garrett@yahoo.com,M056,Basketball Official Size,Sports,2,45.05,106.31,,4.13,DLV,Card,android,2.1.0,Germany,EUR
APP07887,2023-08-07T00:00:00,U50534,samantha.lyons@gmail.com,APP-038,Air Fryer 5-Quart,Home & Kitchen,2,79.02,153.46,,7.33,CANC,Card,iPad,2.3.1,United Kingdom,GBP
APP15026,2023-03-29 00:00:00,U25982,jennifergarza@yahoo.com,APP_040,Towel Set 8-Piece,Kitchen,1,75.72,75.72,save10,10.74,ship,Apple Pay,Android,2.1.0,United Kingdom,GBP
APP24791,2024-04-15 00:00:00,U43942,Kim.todd@gmail.com,APP-004,Laptop Sleeve 15 inch,technology,4,32.86,131.44,,9.11,PEND,Card,Android,2.2.0,United States,USD
APP18637,1724886000,U96198,bonniestokes@yahoo.com,MOB-PROD-023,Baseball Cap Adjustable,APPAREL,3,29.73,89.19,,10.62,CANC,Google Pay,ANDROID,2.2.0,United Kingdom,GBP
APP06664,1721775600,U44353,ariel.forbes@hotmail.com,APP_010,Bluetooth Speaker Waterproof,Electr.,1,114.95,114.95,,6.7,dlv,Google Pay,Android,2.3.1,France,EUR
APP19490,2024-10-23 00:00:00,U38185,GEORGE.LEE@HOTMAIL.COM,APP-021,Winter Jacket Insulated,Apparel,1,151.63,151.63,vip30,6.13,SHIP,Apple Pay,iPad,2.3.1,United States,USD
APP05515,2024-05-07 00:00:00,U64979,rose.may@yahoo.com,APP-061,Python Programming for Beginners,Books,1,44.31,44.31,,11.88,CANC,Card,iOS,2.4.0,United States,USD
APP24121,2024-09-03T00:00:00,U56597,joshuajohnson@hotmail.com,APP_077,Facial Cleanser Set,Cosmetics,1,19.31,19.31,,5.52,RET,Apple Pay,android,2.5.2,United States,USD
APP16766,2024-06-17T00:00:00,U74749,david.daniel@gmail.com,APP_053,Water Bottle Insulated 32oz,Fitness,1,44.02,44.02,WELCOME_15,3.76,pend,Apple Pay,Android,2.1.0,United States,USD
APP08490,2023-03-17 00:00:00,U71953,Jamie.rowland@gmail.com,APP-066,History World War II,Lit,1,23.46,23.46,,7.0,pend,PayPal,iOS,2.4.0,United States,USD
APP17230,1694127600,U69860,billypalmer@hotmail.com,M030,Watch Analog Classic,Apparel,2,75.91,151.82,FLASH-25,9.92,DLV,Google Pay,ios,2.5.2,United States,
APP04878,1712444400,U28658,,MOB-PROD-041,Storage Bins Set of 6,Home & Kitchen,2,30.3,60.6,FLASH25,4.54,CANC,Google Pay,ANDROID,2.4.0,United States,
APP23825,1697324400,U87456,PATRICK.MCFARLAND@GMAIL.COM,MOB-PROD-015,USB Hub 7-Port,Electronics,1,16.13,16.13,,10.32,Dlv,Google Pay,iPad,2.3.1,United Kingdom,GBP
APP19247,1677452400,U93422,James.murray@gmail.com,M053,Water Bottle Insulated 32oz,Outdoors,1,20.77,20.77,10OFF,7.35,Dlv,Apple Pay,iOS,2.1.0,United States,USD
APP06888,2023-06-24T00:00:00,U85182,sarastewart@yahoo.com,APP_022,Sunglasses Polarized,Clothing,2,119.22,238.44,,5.77,pend,Apple Pay,Android,2.5.2,United States,
APP10317,1693868400,U80887,MEGAN.JOHNSON@GMAIL.COM,APP-043,Area Rug 5x7,HOME,1,130.37,130.37,,10.83,Dlv,Apple Pay,iOS,2.4.0,United States,USD
APP25162,2024-01-24T00:00:00,U11513,JACOB.MILLER@GMAIL.COM,MOB-PROD-061,Python Programming for Beginners,Media,1,30.7,30.7,,7.26,pend,PayPal,ANDROID,2.2.0,United States,USD
APP03859,2024-06-09 00:00:00,U20348,justin.gregory@yahoo.com,MOB-PROD-053,Water Bottle Insulated 32oz,SPORTS,2,36.99,73.98,,6.47,CANC,Google Pay,android,2.4.0,Germany,EUR
APP12903,2024-09-01 00:00:00,U31244,josephlucero@yahoo.com,APP_068,Children's Book Set,Reading,1,54.31,54.31,,8.46,DLV,Apple Pay,android,2.1.0,United States,usd
APP12194,2023-09-03 00:00:00,U64498,DAVID.JOHNSON@GMAIL.COM,MOB-PROD-031,Stainless Steel Water Bottle,H&K,2,38.22,76.44,20%OFF,11.68,SHIP,PayPal,android,2.3.1,Germany,EUR
APP24884,1700521200,U62189,lindabailey@gmail.com,APP-023,Baseball Cap Adjustable,Clothing,1,15.91,15.91,,3.87,pend,PayPal,iOS,2.3.1,Germany,EUR
APP09441,1684796400,U54319,alexandradavidson@yahoo.com,APP-005,Wireless Mouse,Electronics,1,42.47,42.47,,5.63,DLV,Apple Pay,ANDROID,2.3.1,United States,USD
APP19877,2023-11-05 00:00:00,U09856,,APP-025,Dress Shirt Long Sleeve,APPAREL,1,45.08,45.08,,11.79,SHIP,PayPal,ANDROID,2.3.1,United States,USD
APP20157,2024-12-11T00:00:00,U06940,josephflores@hotmail.com,M004,Laptop Sleeve 15 inch,TECH,1,49.28,49.28,,9.93,SHIP,In-App Wallet,iPad,2.5.2,United States,USD
APP09531,2023-09-26 00:00:00,U43374,bradley.keller@gmail.com,APP_065,Cookbook Healthy Recipes,Books,1,32.97,32.97,WELCOME15,10.04,RET,PayPal,ios,2.1.0,United States,USD
APP17482,2023-10-09 00:00:00,U68864,jeffcollins@yahoo.com,APP_047,Dumbbell Set Adjustable,Sport,1,155.98,155.98,,8.22,PROC,Apple Pay,iPhone,2.2.0,United Kingdom,
